id,reviewId,creationDate,criticName,isTopCritic,originalScore,reviewState,publicatioName,reviewText,scoreSentiment,reviewUrl
ice_age_2,1497086,2006-04-06,Lori Hoffman,False,2.5/4,fresh,Atlantic City Weekly,The physical comedy is still first rate and should entertain most kids.,POSITIVE,
ice_age_2,1497044,2006-04-06,Jackie K. Cooper,False,8/10,fresh,jackiekcooper.com,A mammoth hit,POSITIVE,
ice_age_2,1497022,2006-04-06,Matthew Turner,False,3/5,fresh,ViewLondon,"Impressively animated, family-friendly comedy with likeable characters and some terrific comic set-pieces.",POSITIVE,http://www.viewlondon.co.uk/films/ice-age-2-the-meltdown-film-review-15148.html
ice_age_2,1496564,2006-04-04,Jonathan R. Perry,False,2/4,rotten,Tyler Morning Telegraph (Texas),The periodic fits of inspiration -- most of them courtesy of Scrat -- are just welcome breaks from an onslaught of witless pratfalling and white noise.,NEGATIVE,http://www.tylerpaper.com/apps/pbcs.dll/article?AID=/20060401/ARC/604010359&SearchID=73279727347397
ice_age_2,1496539,2006-04-04,Jim Ridley,True,,fresh,Village Voice,"Watching this zoo of long-vanished quadrupeds, you're left with an eerie message for our own warming times: They fought the thaw, and the thaw won.",POSITIVE,
ice_age_2,1496446,2006-04-03,Luis Martinez,False,2.5/5,rotten,Cinenganos,"Fría, muy fría... y no precisamente por el hielo",NEGATIVE,http://cinenganos.com/pelicula/IceAge2/
ice_age_2,1496411,2006-04-03,David Cornelius,False,2/5,rotten,eFilmCritic.com,It feels like a cheap direct-to-video rush job.,NEGATIVE,http://efilmcritic.com/review.php?movie=14284&reviewer=392
ice_age_2,1496397,2006-04-03,Sara Michelle Fetters,True,2/4,rotten,MovieFreak.com,"It isn't always out of whack, and I liked the way the writers tried to make Diego's fear of water into a universal metaphor relating to life in general, but the picture overall just doesn't work.",NEGATIVE,http://www.moviefreak.com/artman/publish/movies_iceage2.shtml
ice_age_2,1496387,2006-04-03,Richard Roeper,True,,rotten,Ebert & Roeper,"[The film] has lots of energy, some decent animation and good voice-over work -- but no real story and few chuckles.",NEGATIVE,
ice_age_2,1496377,2006-04-03,Linda Cook,False,3/4,fresh,"Quad City Times (Davenport, IA)","Maybe it's not quite as deep as its predecessor, but still you're bound to warm up to ""Ice Age: The Meltdown,"" because of the universal emotions shared by its characters.",POSITIVE,
ice_age_2,1496374,2006-04-03,Audrey Rock-Richardson,False,C+,rotten,Tooele Transcript-Bulletin (Utah),Scrat is still the highlight of an average children's movie.,NEGATIVE,
ice_age_2,1496368,2006-04-03,Kit Bowen,False,2.5/4,fresh,Hollywood.com,"How nice it is to see the whole Ice Age gang back, but unfortunately, this sequel falls under the ""cute-but-not-quite-as-good-as-the-original"" category.",POSITIVE,http://www.hollywood.com/review/Ice_Age_The_Meltdown/3487901
ice_age_2,1496364,2006-04-03,John P. McCarthy,False,,fresh,ReelTalk Movie Reviews,"This movie feels right more often than the first 'Ice Age,' which means a third installment is inevitable and eagerly anticipated.",POSITIVE,http://www.reeltalkreviews.com/browse/viewitem.asp?type=review&id=1632
ice_age_2,1496327,2006-04-02,Dan Lybarger,False,3/5,rotten,eFilmCritic.com,"There are some charming moments, but you have to wait for them.",NEGATIVE,http://efilmcritic.com/review.php?movie=14284&reviewer=382
ice_age_2,1496261,2006-04-02,Scott Nash,False,3/4,fresh,Three Movie Buffs,An easy and enjoyable way of spending an hour and a half.,POSITIVE,http://www.threemoviebuffs.com/review/iceage2themeltdown
ice_age_2,1496258,2006-04-02,Cherryl Dawson and Leigh Ann Palone,False,3.5/5,fresh,TheMovieChicks.com,A lot of sequels are complete meltdowns but this one stands up to the elements.,POSITIVE,http://www.themoviechicks.com/early2006/mcriceage2.html
ice_age_2,1496242,2006-04-01,Robin Clifford,False,C,rotten,Reeling Reviews,If you're under the age of 10 you will likely enjoy Ice Age: The Meltdown.,NEGATIVE,http://www.reelingreviews.com/iceagethemeltdown.htm
ice_age_2,1496223,2006-04-01,Mike McGranaghan,False,3/4,fresh,Aisle Seat,"For whatever it lacks in the way of a compelling story, Ice Age: The Meltdown still manages to give family audiences what they want and expect: lovable characters, gorgeous computer-generated animation, and laughter.",POSITIVE,http://www.geocities.com/gamut_mag/iceage2.htm
ice_age_2,1495661,2006-04-01,Rich Cline,False,3/5,fresh,Shadows on the Wall,"This film looks terrific, and has some wonderfully eye-grabbing sequences.... So it's a pity the story's so bland.",POSITIVE,http://www.shadowsonthewall.co.uk/06/iceage.htm
ice_age_2,1495663,2006-04-01,Paul Greenwood,False,8/10,fresh,Future Movies UK,,POSITIVE,http://www.futuremovies.co.uk/review.asp?ID=501
ice_age_2,1495659,2006-04-01,Scott A. Mantz,False,3/5,fresh,Scott Mantz' Movie Reviews,,POSITIVE,http://www.mightytreehouse.com/moviemantz/2006/03/24/ice-age-the-meltdown/
ice_age_2,1495658,2006-04-01,Jean Lowerison,False,,fresh,San Diego Metropolitan,A delight for all ages.,POSITIVE,http://sandiegometro.archives.whsites.net/reel/index.php?reelID=914
ice_age_2,1495655,2006-04-01,Caroline Westbrook,True,3/5,fresh,Empire Magazine,"It's charming enough, though, and there's plenty of laughs.",POSITIVE,http://www.empireonline.co.uk/incinemas/ReviewComplete.asp?FID=133721
ice_age_2,1495242,2006-03-31,Louis B. Hobson,False,4/5,fresh,Jam! Movies,"Ice Age: The Meltdown is a joy from start to finish, as nutty and irreverent as its tiny hero Scrat.",POSITIVE,
ice_age_2,1495241,2006-03-31,Todd McCarthy,True,,fresh,Variety,"A tad crasser and pushier than its predecessor, Ice Age: The Meltdown is still an entirely serviceable follow-up to the 2002 hit that will thoroughly amuse kids and get a rise or two out of parents as well.",POSITIVE,
ice_age_2,1495239,2006-03-31,Maitland McDonagh,False,3/4,fresh,TV Guide,"Prehistory's first blended herd begins a new adventure some tens of thousands of years after joining forces in the face of a global deep freeze (no, the math doesn't work, so stop worrying about it).",POSITIVE,
ice_age_2,1495236,2006-03-31,Geoff Pevere,True,2/4,rotten,Toronto Star,The Meltdown is at least faithful to its predecessor in the sense of being equally as underwhelming.,NEGATIVE,http://WWW.TheStar.COM/NASApp/cs/ContentServer?pagename=thestar/Layout/Article_Type1&c=Article&cid=1143803327002&call_pageid=1022183557980&col=1022183560753
ice_age_2,1495235,2006-03-31,Moira MacDonald,True,3/4,fresh,Seattle Times,"The film feels visually richer than its predecessor, but has the same brand of uncomplicated all-ages charm.",POSITIVE,http://community.seattletimes.nwsource.com/archive/?slug=ice31&date=20060331
ice_age_2,1495233,2006-03-31,Peter Hartlaub,True,2/4,rotten,San Francisco Chronicle,"The Meltdown is less a story than a series of complicated slapstick bits -- the physical gags are often enjoyable, but there's not much else to the movie.",NEGATIVE,http://www.sfgate.com/cgi-bin/article.cgi?f=/c/a/2006/03/31/DDG6TI0A911.DTL&type=movies
ice_age_2,1495229,2006-03-31,David Elliott,False,3/4,fresh,San Diego Union-Tribune,"Fire and freeze, flames and ice, it's all primal. And fairly prime as getaway entertainment.",POSITIVE,
ice_age_2,1495227,2006-03-31,Carla Meyer,False,2.5/4,rotten,Sacramento Bee,"Ice Age: The Meltdown seems like one of those straight-to-DVD animation sequels the studios love to churn out, and not just because of the colon in its title.",NEGATIVE,http://www.sacticket.com/movies/reviews/story/14236900p-15057768c.html
ice_age_2,1495218,2006-03-31,Jack Garner,False,8/10,fresh,Rochester Democrat and Chronicle,"The amusing gang from Ice Age is back for an encore in Ice Age: The Meltdown, a funny sequel that's on a par with 2002's entertaining original.",POSITIVE,http://www.democratandchronicle.com/apps/pbcs.dll/article?AID=/20060331/LIVING0107/603310362/1065/ENT04
ice_age_2,1495215,2006-03-31,Pam Grady,False,2/4,rotten,Reel.com,A curiously dour sequel to 2002's popular Ice Age.,NEGATIVE,
ice_age_2,1495213,2006-03-31,Josh Larsen,False,2/4,rotten,"Sun Publications (Chicago, IL)","Its prehistoric characters might as well be stretching their paws and claws out for money, because the picture gives them little else of consequence to do.",NEGATIVE,http://suburbanchicagonews.com/entertainment/movies/oa31ice.htm
ice_age_2,1495212,2006-03-31,Carrie Rickey,True,3/4,fresh,Philadelphia Inquirer,"On the short list of sequels superior to the originals -- alphabetically between The Godfather, Part II and Toy Story 2 -- you may enter Ice Age: The Meltdown.",POSITIVE,
ice_age_2,1495210,2006-03-31,Gary Thompson,False,B-,fresh,Philadelphia Daily News,"The animated work is generally first-rate, which is good, because some of the one-liners date to the ice age and beyond.",POSITIVE,
ice_age_2,1495209,2006-03-31,Roger Moore,True,2/5,rotten,Orlando Sentinel,"You'll take your kids, yes. But don't be surprised if this one leaves them cold as you-know-what.",NEGATIVE,
ice_age_2,1495204,2006-03-31,Lou Lumenick,True,3/4,fresh,New York Post,"Ice Age: The Meltdown, a follow-up to the 2002 animated prehistoric hit, is the rare sequel that is better than the original.",POSITIVE,
ice_age_2,1495200,2006-03-31,Jami Bernard,True,3/4,fresh,New York Daily News,"A good-natured, gag-filled sequel to the hit animated movie about animals trying to evade extinction while trading one-liners.",POSITIVE,
ice_age_2,1495196,2006-03-31,Peter Debruge,True,2.5/4,fresh,Miami Herald,"There's not much to Ice Age: The Meltdown, but it's enjoyable all the same.",POSITIVE,http://ae.miami.com/entertainment/ui/miami/movie.html?id=564233&reviewId=20433
ice_age_2,1495185,2006-03-31,Glenn Whipp,False,2.5/4,fresh,Los Angeles Daily News,"For a sequel, it'll do.",POSITIVE,
ice_age_2,1495181,2006-03-31,David Frese,False,2/4,rotten,Kansas City Star,"Parents forced by unruly ankle-biters to spend an afternoon at the multiplex could do worse than Ice Age: The Meltdown (Valiant, anyone?). But if kids could be persuaded to wait a few months for the DVD, it wouldn't be the end of the world.",NEGATIVE,http://www.kansascity.com/mld/kansascity/entertainment/14224634.htm
ice_age_2,1495171,2006-03-31,Steve Tilley,False,4/5,fresh,Jam! Movies,"It might not be a classic for the eons, but Ice Age: The Meltdown is so delightfully fun, funny and action-packed that it's hard to find cracks in its slick surface.",POSITIVE,
ice_age_2,1495164,2006-03-31,Amy Biancolli,True,3/4,fresh,Houston Chronicle,"Ice Age: The Meltdown crosses familiar territory but does so with exceeding sweetness and no shortage of visual imagination, bolstering what is, in essence, a fairly simplistic road movie with an eco-conscious twist.",POSITIVE,http://www.chron.com/disp/story.mpl/ent/movies/reviews/3704347.html
ice_age_2,1495157,2006-03-31,Luke Sader,True,,fresh,Hollywood Reporter,"A raucously fun, fluid follow-up with an ecological message.",POSITIVE,
ice_age_2,1495148,2006-03-31,E! Staff,False,B-,fresh,E! Online,"While this film has neither the insight or intellect of better Pixar films, it does have enough funny gags to keep the kids entertained and their parents from being bored.",POSITIVE,"http://www.eonline.com/Reviews/Movies/Leaves/0,20,3431,00.html"
ice_age_2,1495145,2006-03-31,Tom Long,True,C+,rotten,Detroit News,"The sequel to Ice Age is very much like the original: witty and imaginative at times, dull and predictable at others.",NEGATIVE,http://www.detnews.com/apps/pbcs.dll/article?AID=/20060331/ENT02/603310393/1034
ice_age_2,1495136,2006-03-31,Terry Lawson,True,2/4,rotten,Detroit Free Press,"There's something disheartening about the way the writers and director have to give so much of the dialogue double meaning, all literal for the kiddies and full of double-entendres and pop culture references for the parents.",NEGATIVE,
ice_age_2,1495132,2006-03-31,Jeff Vice,False,2.5/4,rotten,Deseret News (Salt Lake City),"Where the first Ice Age was low-key, this one is more frantic. And this time around the material is cruder, more lowbrow than it needs to be.",NEGATIVE,http://www.deseretnews.com/article/700004151/Ice-Age-The-Meltdown.html
ice_age_2,1495128,2006-03-31,David Germain,True,B-,fresh,Associated Press,"The movie is right on par with the 2002 original: brisk, pleasant and loaded with slapstick that should keep young children giggling.",POSITIVE,
ice_age_2,1495125,2006-03-31,Michael Booth,True,3/4,fresh,Denver Post,"If the rest of Meltdown is a three-star movie, Scrat brings four stars every time. Perhaps by the next sequel, they'll dispense with the filler and give Scrat his own movie.",POSITIVE,http://www.denverpost.com/movies/ci_3652096
ice_age_2,1495120,2006-03-31,Chris Vognar,True,B,fresh,Dallas Morning News,"Even when Meltdown melts down, it's still fun to look at.",POSITIVE,
ice_age_2,1495116,2006-03-31,Randy Myers,False,C+,rotten,Contra Costa Times,"Even though the animation sparkles, the screenplay is dull and in desperate need of some punching up.",NEGATIVE,http://ae.contracostatimes.com/entertainment/ui/cctimes/movie.html?id=564233&reviewId=20454
ice_age_2,1495110,2006-03-31,Lawrence Toppman,False,3/4,fresh,Charlotte Observer,"A sequel with more humor, topicality, intelligence and appeal [than the original].",POSITIVE,
ice_age_2,1495105,2006-03-31,Ty Burr,True,2/4,rotten,Boston Globe,Ice Age: The Meltdown is pure sequel product that should make children and undemanding grown-ups happy even as it lacks anything resembling storytelling inspiration.,NEGATIVE,http://www.boston.com/ae/movies/articles/2006/03/31/ice_age_sequel_offers_familiar_fun
ice_age_2,1495090,2006-03-31,Sean P. Means,False,3/4,fresh,Salt Lake Tribune,Scrat's antics rank with Chuck Jones' old Road Runner vs. Coyote cartoons for pure laughs.,POSITIVE,
ice_age_2,1495068,2006-03-31,Andy Klein,False,,rotten,Los Angeles CityBeat,"As in the first Ice Age, the predictable main story and the not-funny-enough script is a waste of some well-executed performances.",NEGATIVE,
ice_age_2,1495012,2006-03-31,John Beifuss,False,2.5/4,rotten,"Commercial Appeal (Memphis, TN)","In evolution, some things worked, some didn't (hooves and horns, good; shovel-shaped jaws on elephants, bad). The humor in 'Meltdown' is similarly hit-and-miss.",NEGATIVE,
ice_age_2,1495007,2006-03-31,Cynthia Fuchs,False,,fresh,Common Sense Media,"Like the original film, ICE AGE: THE MELTDOWN features appealing characters in recognizable, particularly familial situations.",POSITIVE,http://www.commonsensemedia.org/reviews/review.php?id=5035&type=Film
ice_age_2,1494947,2006-03-31,Daniel M. Kimmel,False,2/4,rotten,Worcester Telegram & Gazette,[I]f your offspring complain about being bored... congratulate them on growing up and developing taste.,NEGATIVE,http://64.166.24.148/datebook/moviereviews.cfm?titleid=12887&date=03/31/06&start_time=NOTPASSED&end_time=NOTPASSED
ice_age_2,1494938,2006-03-31,Angela Baldassarre,False,,fresh,Sympatico.ca,"""Ice Age: The Meltdown"" is not just a good sequel; it's faster, funnier, and just plain better than the original.",POSITIVE,http://entertainment.sympatico.msn.ca/movies/articles/1368104.armx
ice_age_2,1494935,2006-03-31,Pete Vonder Haar,False,2.5/5,rotten,Film Threat,"Like any good kids' movie, Meltdown invokes both the specter of global warming and the horrors of hurricane Katrina.",NEGATIVE,http://www.filmthreat.com/index.php?section=reviews&Id=8879
ice_age_2,1494919,2006-03-31,James Sanford,False,3/4,fresh,Kalamazoo Gazette,"a worthy, highly enjoyable follow-up... it has the same lively pace, suspenseful situations and off-the-wall jokiness of its predecessor.",POSITIVE,http://www.interbridge.com/jamessanford/2006/iceage2.html
ice_age_2,1494861,2006-03-31,Eric D. Snider,False,B,fresh,EricDSnider.com,"The so-so dialogue is balanced by the film's often hilarious physical humor.... It's the film's brawn, not its brains, that make it a survivor.",POSITIVE,http://www.ericdsnider.com/movies/ice-age-the-meltdown/
ice_age_2,1494855,2006-03-31,Kevin Carr,False,3/5,fresh,7M Pictures,I wish this film would have been 90 minutes of Scrat chasing that stupid acorn.,POSITIVE,http://www.7mpictures.com/inside/reviews/iceage2_review.htm
ice_age_2,1494852,2006-03-31,Urban Cinefile Critics,False,,rotten,Urban Cinefile,"I was ready, willing and able to let my heart be warmed, but there was no crescendo or mammoth emotional journey.",NEGATIVE,
ice_age_2,1916316,2006-03-31,Dave White,False,C-,rotten,Movies.com,,NEGATIVE,http://www.movies.com/movie-reviews/ice-age-the-meltdown-review/dave-white/m6520
ice_age_2,1494848,2006-03-30,Peter Canavese,False,2/4,rotten,Groucho Reviews,The seams show...a somewhat grudging social obligation for audiences over the age of ten to tow their younger charges.,NEGATIVE,
ice_age_2,1494842,2006-03-30,Fred Topel,False,,fresh,About.com,"The Meltdown is more entertaining than Ice Age. It just didn't make me cry and go play with all my old toys so they wouldn't feel abandoned. And really, what other standard is there?",POSITIVE,
ice_age_2,1494837,2006-03-30,Brian Orndorf,False,B+,fresh,FilmJerk.com,"For Meltdown, the production feels much more adventurous and more willing to squeeze in visual gags and genuinely funny character quirks whenever it can.",POSITIVE,http://www.filmjerk.com/reviews/article.php?id_rev=797
ice_age_2,1494833,2006-03-30,Willie Waffle,False,2.5/4,fresh,WaffleMovies.com,"Sisyphus has nothing on Scrat, and his antics make Ice Age: The Meltdown worth the price of admission.",POSITIVE,http://www.wafflemovies.com/iceage2.html
ice_age_2,1494825,2006-03-30,John Wirt,False,,rotten,"Advocate (Baton Rouge, LA)","Scrat, the pre-historic squirrel-rat, easily upstages the pedestrian storytelling.",NEGATIVE,http://www.2theadvocate.com/entertainment/movies/reviews/2551476.html
ice_age_2,1494824,2006-03-30,John Venable,False,8.5/10,fresh,Supercala.com,Better than the original! Scrat the saber-toothed squirrel once again steals the film...love that squirrel!,POSITIVE,http://www.supercalafragalistic.com/iceage2review.htm
ice_age_2,1494820,2006-03-30,Sean O'Connell,False,4/5,fresh,Filmcritic.com,a smarter and funnier adventure,POSITIVE,
ice_age_2,1494814,2006-03-30,Bill Clark,False,C,rotten,FromTheBalcony,"Fans of the original will likely enjoy this new batch of shenanigans, but those looking for something new or consistently hilarious may just want to stay home and watch Finding Nemo.",NEGATIVE,http://fromthebalcony.com/movie-reviews/ice-age-the-meltdown-2006/
ice_age_2,1494813,2006-03-30,Kathy Cano-Murillo,True,3/5,fresh,Arizona Republic,"Despite the plot cracks, Ice Age: The Meltdown is a solid treat for parents and kids alike.",POSITIVE,
ice_age_2,1494810,2006-03-30,Claudia Puig,True,3/4,fresh,USA Today,"With its appealing combination of humor and endearing characters -- many of whom are back from the first film -- it is at least as good as the original Ice Age, and possibly better.",POSITIVE,http://www.usatoday.com/life/movies/reviews/2006-03-30-ice-age2_x.htm
ice_age_2,1494804,2006-03-30,Peter Rainer,True,B+,fresh,Christian Science Monitor,"I enjoyed the computer-animated Ice Age, and its sequel, Ice Age: The Meltdown, is just about as good.",POSITIVE,http://www.csmonitor.com/2006/0331/p16s03-almo.html
ice_age_2,1494791,2006-03-30,Stephen Hunter,True,,rotten,Washington Post,"The animation is first-rate, but the story needs to catch up to the magic. Otherwise, what's the point?",NEGATIVE,http://www.washingtonpost.com/wp-dyn/content/article/2006/03/30/AR2006033001874.html
ice_age_2,1494790,2006-03-30,Roger Ebert,True,2.5/4,rotten,Chicago Sun-Times,"The first Ice Age movie more or less exhausted these characters and their world, and the meltdown doesn't add much.",NEGATIVE,http://www.rogerebert.com/reviews/ice-age-the-meltdown-2006
ice_age_2,1494777,2006-03-30,Sean Axmaker,False,C,rotten,Seattle Post-Intelligencer,The exposition is lazy and sloppy and the story has little creative heat.,NEGATIVE,http://seattlepi.nwsource.com/movies/264960_iceage31q.html
ice_age_2,1494763,2006-03-30,Jeannette Catsoulis,True,2.5/5,rotten,New York Times,"Creative exhaustion haunts Ice Age: The Meltdown, as the characters from 2002's Ice Age face global warming and the submersion of their valley.",NEGATIVE,
ice_age_2,1494758,2006-03-30,Sue Pierman,False,3/4,fresh,Milwaukee Journal Sentinel,"Ice Age: The Meltdown is a rarity, like the last of the woolly mammoths: a sequel that's as delightful as the original.",POSITIVE,
ice_age_2,1494706,2006-03-30,Nell Minow,True,B-,fresh,Movie Mom,"There are brightly funny individual scenes, especially the ""Fire King"" encounter (though it seems to have been taken straight from one of the Hope and Crosby ""Road"" movies), but it doesn't have the power or imagination of the first.",POSITIVE,
ice_age_2,1494689,2006-03-30,Chris Hewitt,False,3/4,fresh,St. Paul Pioneer Press,"The wacky creatures from the first Ice Age return for a witty, poignant sequel made by people who actually care about animation.",POSITIVE,
ice_age_2,1494686,2006-03-30,Laura Kelly,False,3/4,fresh,South Florida Sun-Sentinel,"Ice Age: The Meltdown leaves you with a warm feeling, and not the typical frustration at being ripped off by a cheesy sequel.",POSITIVE,
ice_age_2,1494682,2006-03-30,James Berardinelli,True,2.5/4,rotten,ReelViews,"Ice Age: The Meltdown has its share of humorous moments, but most of these involve the squirrel. The main plot involving the exodus and the Mammoth romance is more often dull than amusing.",NEGATIVE,http://www.reelviews.net/php_review_template.php?identifier=1026
ice_age_2,1494671,2006-03-30,Jeff Strickler,True,3/4,fresh,Minneapolis Star Tribune,Forget two thumbs up. Ice Age: The Meltdown earns three toes up -- of the sloth variety.,POSITIVE,http://www.startribune.com/1553/story/340601.html
ice_age_2,1494667,2006-03-30,Michael Wilmington,True,3/4,fresh,Chicago Tribune,This Ice Age is still a good movie (especially for kids) with top-of-the-tech CGI.,POSITIVE,
ice_age_2,1494665,2006-03-30,Frederic and Mary Ann Brussat,False,3/5,fresh,Spirituality & Practice,"A frolicsome adventure for kids that celebrates diversity, facing one's fears, and relying on each other in troubled times.",POSITIVE,http://www.spiritualityandpractice.com/films/films.php?id=15379
ice_age_2,1494663,2006-03-30,Dustin Putman,False,2/4,rotten,TheFilmFile.com,"Forgettable, completely harmless, sporadically amusing, and not at all ready to go up against the real masters at Pixar and Disney.",NEGATIVE,http://themovieboy.com/directlinks/06iceage2.htm
ice_age_2,1494661,2006-03-30,Phil Kloer,True,B,fresh,Atlanta Journal-Constitution,"Ice Age: The Meltdown is fine, in much the same way the first one was fine -- not as inventive as Pixar, but not out scratching for jokes like Chicken Little.",POSITIVE,http://www.accessatlanta.com/movies/content/shared/movies/reviews/I/iceagethemeltdown/index.html
ice_age_2,1494648,2006-03-30,Ella Taylor,True,,fresh,L.A. Weekly,"The movie still retains the goofy charm, stylish visuals and attention to character of its fine 2002 predecessor.",POSITIVE,
ice_age_2,1494626,2006-03-30,Tasha Robinson,True,C,rotten,AV Club,"It's more like watching a typical animated-shorts collectio--a few highlights, a lot of clinkers--than like watching an actual movie",NEGATIVE,
ice_age_2,1494610,2006-03-30,Nick Rogers,False,2.5/4,rotten,"State Journal-Register (Springfield, IL)","A blandly voiced, simply plotted, inoffensively average children's film. Every single bit - down to Scrat once again running away with the movie - is exactly like the first.",NEGATIVE,
ice_age_2,1494513,2006-03-29,Andrea Chase,False,2/5,rotten,Killer Movie Reviews,needed nothing but Scrat to be the winner he never will be. And we all lose because it isn't.,NEGATIVE,http://www.killermoviereviews.com/main.php?nextlink=display&dId=687
ice_age_2,1494507,2006-03-29,Sean McBride,False,2/4,rotten,Sean the Movie Guy,Scrat once again steals the show,NEGATIVE,
ice_age_2,1494472,2006-03-29,Lisa Schwarzbaum,True,B+,fresh,Entertainment Weekly,"Ice Age: The Meltdown blithely looks on the bright side of life, amassing a screen full of vultures to sing and dance 'Food Glorious Food' and daring us not to get happy.",POSITIVE,
ice_age_2,1494448,2006-03-29,Steven D. Greydanus,True,B,fresh,Decent Films,"Ice Age 2 isn't really a meltdown, but it's no bolt from a Blue Sky.",POSITIVE,http://www.decentfilms.com/sections/reviews/2665
ice_age_2,1494442,2006-03-29,Frank Swietek,False,C+,rotten,One Guy's Opinion,"Like its predecessor, it's a moderately engaging family movie, but in the Pixar Age that's not quite enough.",NEGATIVE,http://www.oneguysopinion.com/Review.php?ID=1857
ice_age_2,1494384,2006-03-28,Steve Rhodes,False,2.5/4,fresh,Internet Reviews,"Whenever Scrat is on the screen, the movie consistently delights young and old.",POSITIVE,http://reviews.imdb.com/Reviews/403/40389
ice_age_2,1494331,2006-03-28,Ross Anthony,False,3/4,fresh,Hollywood Report Card,"A bit spotty in the early goings, almost stalls in the middle, but from there takes off toward climax and never looks back. A lot of fun. John Leguizamo rocks.",POSITIVE,http://rossanthony.com/I/iceagethemeltdown.shtml
ice_age_2,1494192,2006-03-26,Joshua Tyler,False,3.5/5,fresh,CinemaBlend,"A lot of the weird, rough edges of the previous movie have been replaced with a more polished sheen.",POSITIVE,
ice_age_2,1494149,2006-03-25,Ed Gonzalez,True,1.5/4,rotten,Slant Magazine,Ice Age: The Meltdown acknowledges something the Bush administration doesn't believe in: global warming.,NEGATIVE,http://www.slantmagazine.com/film/film_review.asp?ID=2165
ice_age,2713446,2020-08-14,Leigh Paatsch,False,3/5,fresh,Herald Sun (Australia),"Innovative illustration, sharp scripting and vibrant vocalising gives this sprightly animated comedy a knack for melting down the frostiest resistance.",POSITIVE,https://www.heraldsun.com.au/entertainment/movies/leigh-paatsch/mega-weekend-freetoair-movie-guide/news-story/25961320d5a930ad2481f27ebaa64177
ice_age,2463358,2018-03-09,David Ansen,True,,fresh,Newsweek,"In the time-honored tradition of kids' films, Ice Age mixes broad displays of physical cruelty with a sweet message, which in this case is about the need of each member of a herd to look after the other.",POSITIVE,http://www.newsweek.com/three-mammals-and-baby-141671
ice_age,2030387,2011-11-24,Janice Page,True,2/4,rotten,Boston Globe,,NEGATIVE,http://www.boston.com/ae/movies/articles/2009/07/01/8216ice_age8217_has_some_cool_dinos_but_few_roars_of_laughter/
ice_age,1830911,2009-07-06,Steve Biodrowski,False,,fresh,Cinefantastique,"The highlight of the film turns out to be the character least integral to the ""plot"" ... [Scrat's] apparently eternal quest for a beloved chestnut...plays like a series of classic cartoon short subjects...",POSITIVE,http://cinefantastiqueonline.com/2009/07/06/ice-age-2002-ice-age-the-meltdown-2006-retrospective-animated-film-reviews/
ice_age,1817265,2009-04-29,Felix Vasquez Jr.,False,,fresh,Cinema Crazed,This is a charmer full of laughs...,POSITIVE,http://cinema-crazed.com/blog/2003/06/23/ice-age-2002/
ice_age,1772975,2008-10-18,Mark R. Leeper,False,6/10,fresh,rec.arts.movies.reviews,"The story is weak on logic, but the writing is warm and frequently laugh-out-loud funny.",POSITIVE,http://reviews.imdb.com/Reviews/313/31338
ice_age,1772971,2008-10-18,Joe Lozito,False,3/4,fresh,Big Picture Big Sound,,POSITIVE,http://www.bigpicturebigsound.com/Ice_Age_178.shtml
ice_age,1714385,2008-03-08,James Plath,False,7/10,fresh,Movie Metropolis,Ice Age has an unexpected warmth and enough funny lines to make this prehistoric road trip a family-friendly journey.,POSITIVE,http://www.dvdtown.com/reviews/ice-age/5701
ice_age,1674460,2007-09-24,Rob Gonsalves,False,B,fresh,Rob's Movie Vault,Scrat&#44; easily the runaway star of &quot;Ice Age&#44;&quot; is a wonderful wordless creation&#46;,POSITIVE,https://robsmovievault.wordpress.com/2002/03/15/ice-age/
ice_age,1567513,2006-12-30,Ian Freer,True,4/5,fresh,Empire Magazine,Delivers solid laughs and thrills wrapped up in an infectious sense of character.,POSITIVE,http://www.empireonline.com/reviews/ReviewComplete.asp?FID=7711
ice_age,1554738,2006-11-06,Betsy Bozdech,False,4/4,fresh,DVDJournal.com,"A charming, often-hilarious story about friendship and loyalty.",POSITIVE,http://www.dvdjournal.com/quickreviews/i/iceage.q.shtml
ice_age,1520559,2006-06-24,Geoff Andrew,True,,fresh,Time Out,There's enough classically derived Road Runner-type fun to keep most family audiences happy. But the characters betray their contrivance.,POSITIVE,http://www.timeout.com/film/reviews/75793/ice_age.html
ice_age,1496936,2006-04-05,Kevin Carr,False,4/5,fresh,7M Pictures,"a cute film in its own right, and the character that is most to thank for this is the saber-toothed squirrel Scrat",POSITIVE,http://www.7mpictures.com/inside/reviews/iceagedvd_review.htm
ice_age,1457812,2005-12-06,Michael Dequina,False,3.5/5,fresh,Film Threat,To complain about the lack of originality is to ignore the real wit and joy behind this very fun film.,POSITIVE,
ice_age,1440780,2005-09-30,Scott Nash,False,4/4,fresh,Three Movie Buffs,"One of the funniest movies of recent times, animated or otherwise.",POSITIVE,http://www.threemoviebuffs.com/review/iceage
ice_age,1391644,2005-05-13,Scott Weinberg,False,72/100,fresh,Apollo Guide,A pleasantly diverting and quite amusing family flick.,POSITIVE,
ice_age,1343447,2004-12-06,Jeffrey Overstreet,False,B+,fresh,Looking Closer,"A tremendous surprise. And one that doesn't wear out its welcome. The characters are original, likeable, and unpredictable.",POSITIVE,http://lookingcloser.org/movie%20reviews/quickglancesH-P.htm#Ice Age
